qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn,semantic_sim,label
661905,what foods should you stay away from if you have asthma,msmarco_passage_17_120561114,"Asthma. Asthma is another type of respiratory problem, but it is more severe. It is the most common answer to the question, why does ice cream make you cough. If you are suffering from asthma, then it is very important to stay away from any kind of cold meal or ice creams because you may get a life hazard by having them.",5,5.0,top from debiased,debiased,5,,
661905,what foods should you stay away from if you have asthma,msmarco_passage_11_732897355,"Therefore, if you suffer from diarrhea, it is important for you to stay away from these fiber-rich foods. Fiber-rich foods include vegetables and fresh fruits. Moreover, you should also avoid consuming foods causing gas such as beans. If you have diarrhea and abdominal cramping, these foods will worsen your condition.",8,6.0,top from debiased,debiased,6,,
661905,what foods should you stay away from if you have asthma,msmarco_passage_01_512660233,"According to an expert report from the National Asthma Education Program, people with asthma should also stay away from certain NSAIDs (ibuprofen is one such medication) that have effects similar to aspirin's. Opt instead for such ""usually safe alternatives"" as acetaminophen, sodium salicylate, or disalcid.",6,7.0,top from debiased,debiased,7,,
661905,what foods should you stay away from if you have asthma,msmarco_passage_08_352298253,Asthma foods - Discover what you should include more in your diet and what you should cut out. The type of foods you eat can either help or make your asthma condition worse. Following an anti-asthma diet will keep inflammation down and prevent the airways from clogging up.,17,8.0,top from debiased,debiased,8,,
661905,what foods should you stay away from if you have asthma,msmarco_passage_13_176788859,"What distinguishes grill tongs from ordinary kitchen tongs is that they have longer arms to give you an extended reach when handling food. That allows you to stay farther away from the heat of the grill when you add, turn, or remove food.",82,,easy negative,debiased,9,0.36764803528785706,
681645,what is a divorce bench trial,msmarco_passage_38_542548004,"All that a bench trial means is that a judge, rather than a jury, is hearing and decding your case, which is the norm for a divorce, and doesn't mean anything ""interesting"". More. 0 found this answer helpful. helpful votes.",1,1.0,top from biased,biased,1,,
681645,what is a divorce bench trial,msmarco_passage_07_784479248,"Bench trial vs. Jury trial. By taking your divorce to court, you are leaving the final decision on what is deemed to be an equitable and fair verdict on the division of marital assets, alimony payments, and child custody, among other things, to the discretion of the court.",2,5.0,top from biased,biased,2,,
681645,what is a divorce bench trial,msmarco_passage_07_784475446,"What To Expect During A Bench Trial For Your Divorce. Just a clutch of states across the nation put a divorce case on jury trial. Everywhere else, including California, a bench trial is the default – and only – option.",3,3.0,top from biased,biased,3,,
681645,what is a divorce bench trial,msmarco_passage_52_157010218,"When the trial starts, you’ll almost always find that your case is going to be tried in front of a judge without a jury (“bench trial”). Juries are only used in divorce trials in a small number of states, and even then, they’re only authorized to decide a very small and limited number of issues.",4,2.0,top from biased,biased,4,,
681645,what is a divorce bench trial,msmarco_passage_15_51351061,"A bench trial is a trial held before a judge sitting without a jury. The general provisions for a trial by bench are laid out in the Federal Rules of Criminal Procedure. With bench trials, the judge plays the role of the jury as finder of fact, in addition to making conclusions of law.",5,4.0,top from debiased,debiased,5,,
681645,what is a divorce bench trial,msmarco_passage_33_127479767,"Court Trial Definition. A court trial, also called a bench trial or a jury trial, is when all the facts of a case are heard, and a judge or jury makes the final decision about the court case. An offender can waive their rights to a jury trial and just have the judge make the ruling in a bench trial. A bench trial is different than a jury trial because a jury trial has a panel of an individual's peers make the final decision.",10,6.0,top from debiased,debiased,6,,
681645,what is a divorce bench trial,msmarco_passage_41_518852776,"What is a Bench Trial? For state court criminal proceedings, the defendant (the person charged with a crime) may face a jury trial or a bench trial. A bench trial is a trial in which the judge makes procedural decisions about the case, hears the evidence, and decides whether or not the defendant is guilty.",7,7.0,top from debiased,debiased,7,,
681645,what is a divorce bench trial,msmarco_passage_26_350028203,"What Is a Bench Trial? A bench trial is also often referred to as a trial by judge. This means there is no jury to make a decision on the case, and the judge will decide if you’re guilty. As with anything, there are pros and cons to a trial by judge vs. jury, and federal criminal defense lawyer Seth Kretzer can help you decide on the right option for your unique situation.",14,8.0,top from debiased,debiased,8,,
681645,what is a divorce bench trial,msmarco_passage_51_482320454,Local Court Bench Book Update 140 published. Criminal Trial Courts Bench Book Update 66 published. Sexual Assault Trials Handbook Update 31 published. Civil Trials Bench Book Update 43 published. Criminal Trial Courts Bench Book Update 65 published.,87,,easy negative,debiased,9,0.16726210415363313,
688007,what is a kanima,msmarco_passage_03_266477381,"The kanima is a type of human-animal hybrid that is reptilian in nature. It is considered a mutation of the werewolf gene, though how exactly they came to be remains a mystery.",1,1.0,top from biased,biased,1,,
688007,what is a kanima,msmarco_passage_33_766598147,"Last Appearance. Master Plan. The Kanima is a form of shapeshifter introduced in Season 2 of MTV's Teen Wolf . According to Teen Wolf Mythology, the Kanima was created when Jackson Whittemore's emotional issues caused his body to reject the bite of an Alpha. Instead of becoming a werewolf, Jackson transformed into a snake.",2,5.0,top from biased,biased,2,,
688007,what is a kanima,msmarco_passage_03_266478313,"The kanima is essentially a werewolf whose transformation has somehow ""gone wrong;"" it is believed that this is as a result of the personal demons in the kanima's past, which for some reason caused the human to mutate and take on a more reptilian form.",3,2.0,top from biased,biased,3,,
688007,what is a kanima,msmarco_passage_31_739159592,"5 Kanima. Technically, the kanima is a variation of a shapeshifter, but because of the nature of the transformation, and their abilities, they deserve their own spot on the list. A person becomes a kanima when their body unconsciously rejects the bite of the werewolf due to identity issues.",4,3.0,top from biased,biased,4,,
688007,what is a kanima,msmarco_passage_09_852058652,"A kanima produces a paralytic venom that secretes from their claws. Like most shapeshifters, the kanima is strongest on the full moon. However, unlike the werewolf or werecoyote, the kanima is not a natural species of wereanimal. The transformation into a kanima is a mutation of a shapeshifter's gene and is the result of a wereanimal's shifting ""gone wrong"" due to their emotional issues.",5,4.0,top from debiased,debiased,5,,
688007,what is a kanima,msmarco_passage_03_266482578,"Bestiary Entry. ""Like the wolf, its power is greatest at the moon’s peak ."". ""The kanima is a mutation of the werewolf gene that cannot fully transform until it resolves that in its past which manifests it."". ""Like the wolf, the kanima is a social creature, but where the wolf seeks a pack, the kanima seeks a master."".",10,6.0,top from debiased,debiased,6,,
