qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn
647362,what does s p mean medical,msmarco_passage_11_727532523,"What does the ""S/P"" stand for? Has 2 years experience. I am trying to pre-plan for clinical tomorrow and in the history of present illness it says: ""57 year old male S/P distal pancreatectomy."". What does the ""S/P"" stand for?",5,5,position diff: 0,both,5
647362,what does s p mean medical,msmarco_passage_22_467943380,"By convention, specific symbols represent certain sample statistics. x refers to a sample mean. s refers to the standard deviation of a sample. s2 refers to the variance of a sample. p refers to the proportion of sample elements that have a particular attribute. What does this mean μ?",6,13,position diff: -7,biased,6
647362,what does s p mean medical,msmarco_passage_12_184371719,"RE: what does S.L. mean? it's a medical abbreviation...it says ""2.5 to 5 mg S.L. tablets for prompt relief of angina."". Source (s): mean: https://biturl.im/4dIgl.",10,6,position diff: 4,unbiased,7
647362,what does s p mean medical,msmarco_passage_44_724390807,"What's a p-value, and what does p < 0.05 mean? In Lesson 12, you'll work with examples from the medical field as you calculate and interpret probabilities. You'll also learn about ways to collect data. When you've finished this lesson, it'll be easier for you to understand and evaluate research results.",7,14,position diff: -7,biased,8
647362,what does s p mean medical,msmarco_passage_04_182106908,"What is the medical abbreviation meaning without? The letter ""s"" with a line over it is the medical abbreviation meaning without.The medical abbreviation for ""without"" is ""s"". What is the medical abbreviation meaning recommend? Rec is a commonly used medical abbreviation meaning
recommend.",13,7,position diff: 6,unbiased,9
661905,what foods should you stay away from if you have asthma,msmarco_passage_38_642898398,"In addition to asthma, if you have allergies to peanuts or garbanzo beans, it is advised for you to stay away from fenugreek. Fenugreek is related to these particular foods, and you may experience a similar allergic reaction while taking the herb. Diabetes or hypoglycemia.",1,1,position diff: 0,both,1
661905,what foods should you stay away from if you have asthma,msmarco_passage_16_689871674,"Beans, cabbage, fried foods, carbonated drinks, onion and garlic are foods to avoid if you have asthma. World Asthma Day 2018: Asthmatic patients should avoid processed foods. 2. People who have asthma should avoid processed foods since they come with added preservatives and flavours.",2,2,position diff: 0,both,2
661905,what foods should you stay away from if you have asthma,msmarco_passage_08_352299541,"Do not eat frozen foods such as ice cream as they cause the muscle in the airways to tighten. Cut back on salt. Excessive salt intake is shown to make asthma symptoms worse. Stay away from eating junk foods, sweets, sugar-loaded soft drinks and fried foods. Although asthmatics may not have food allergies, there may be certain foods that can trigger or make asthma symptoms worse.",3,3,position diff: 0,both,3
661905,what foods should you stay away from if you have asthma,msmarco_passage_26_186871582,"If you struggle with chronic asthma, it’s advised that you should stay away from hot pepper in large quantities. With most types of foods, tolerances can still be built up – so if you’re a spicy food fan and an asthmatic, you shouldn’t have to worry too much.",4,4,position diff: 0,both,4
661905,what foods should you stay away from if you have asthma,msmarco_passage_17_120561114,"Asthma. Asthma is another type of respiratory problem, but it is more severe. It is the most common answer to the question, why does ice cream make you cough. If you are suffering from asthma, then it is very important to stay away from any kind of cold meal or ice creams because you may get a life hazard by having them.",5,5,position diff: 0,both,5
661905,what foods should you stay away from if you have asthma,msmarco_passage_01_512660233,"According to an expert report from the National Asthma Education Program, people with asthma should also stay away from certain NSAIDs (ibuprofen is one such medication) that have effects similar to aspirin's. Opt instead for such ""usually safe alternatives"" as acetaminophen, sodium salicylate, or disalcid.",6,6,position diff: 0,both,6
661905,what foods should you stay away from if you have asthma,msmarco_passage_66_625460603,"Foods to Avoid if You Have Gout. Skip foods and drinks that are high in purines to help lower your chances of an attack. You should stay away from these types of food: Beer and grain liquors (like vodka and whiskey) Red meat, lamb, and pork.",7,7,position diff: 0,both,7
661905,what foods should you stay away from if you have asthma,msmarco_passage_24_109711427,"What Foods Should You Stay Away From If You Have Pollen Allergies? Oral Allergy Syndrome. Symptoms. Cross-Reactive Foods, Tree Pollen. Cross-Reactive Foods, Grass and Weed Pollen. Additional Considerations. Written by Jessica Reuling. 05 December, 2018. People with pollen allergies may take pains to prevent the sneezing, wheezing, itching and general discomfort precipitated by the great outdoors during the spring, summer and autumn months.",8,10,position diff: -2,biased,8
661905,what foods should you stay away from if you have asthma,msmarco_passage_11_732897355,"Therefore, if you suffer from diarrhea, it is important for you to stay away from these fiber-rich foods. Fiber-rich foods include vegetables and fresh fruits. Moreover, you should also avoid consuming foods causing gas such as beans. If you have diarrhea and abdominal cramping, these foods will worsen your condition.",10,8,position diff: 2,unbiased,9
681645,what is a divorce bench trial,msmarco_passage_38_542548004,"All that a bench trial means is that a judge, rather than a jury, is hearing and decding your case, which is the norm for a divorce, and doesn't mean anything ""interesting"". More. 0 found this answer helpful. helpful votes.",1,1,position diff: 0,both,1
681645,what is a divorce bench trial,msmarco_passage_07_784479248,"Bench trial vs. Jury trial. By taking your divorce to court, you are leaving the final decision on what is deemed to be an equitable and fair verdict on the division of marital assets, alimony payments, and child custody, among other things, to the discretion of the court.",2,2,position diff: 0,both,2
681645,what is a divorce bench trial,msmarco_passage_07_784475446,"What To Expect During A Bench Trial For Your Divorce. Just a clutch of states across the nation put a divorce case on jury trial. Everywhere else, including California, a bench trial is the default – and only – option.",3,3,position diff: 0,both,3
681645,what is a divorce bench trial,msmarco_passage_52_157010218,"When the trial starts, you’ll almost always find that your case is going to be tried in front of a judge without a jury (“bench trial”). Juries are only used in divorce trials in a small number of states, and even then, they’re only authorized to decide a very small and limited number of issues.",4,4,position diff: 0,both,4
681645,what is a divorce bench trial,msmarco_passage_15_51351061,"A bench trial is a trial held before a judge sitting without a jury. The general provisions for a trial by bench are laid out in the Federal Rules of Criminal Procedure. With bench trials, the judge plays the role of the jury as finder of fact, in addition to making conclusions of law.",5,5,position diff: 0,both,5
681645,what is a divorce bench trial,msmarco_passage_17_186756741,"Divorce Trial (Highest Cost) In cases where you and your spouse cannot come to an agreement on major issues, the judge will schedule a bench or jury trial that will require you and your spouse to present arguments supporting your respective positions.",6,6,position diff: 0,both,6
